Row ID,Order ID,Order Date,Order (M/Y),Quantity, Quote ,Discount %, Rate , Sale Amount ,Customer Name,Company Name,Sector,Industry,City,Zip Code,Country,Region,Project Complete Date,Days to Complete,Product Key,Product Category,Product Sub Category,Consultant,Manager,Hourly Wage,RowCount,Wage Margin
7138,50945,1/1/14,1/1/14,27," $7,890 ",1%, $292 ," $7,811.49 ",Vicky Dominguez,DISH Network Corporation,Consumer Services,Television Services,Roseville,48066,Romania,Central,1/9/14,8,Consulting - Market Research,Consulting,Development,Mia Moore,Josh Martinez,51,1,83%
7139,50949,2/1/14,2/1/14,32," $7,896 ",9%, $247 ," $7,185.25 ",Guy Takahito,"Xilinx, Inc.",Technology,Semiconductors,Springfield,65807,Italy,Central,2/5/14,4,Development - Database,Development,Business Logic,Abigail Young,Josh Martinez,50,1,80%
7140,50949,2/1/14,2/1/14,46," $13,443 ",8%, $292 ," $12,367.46 ",Guy Takahito,"Xilinx, Inc.",Technology,Semiconductors,University City,63130,Austria,Central,2/6/14,5,Consulting - Market Research,Consulting,SQL,William Bufont,Josh Martinez,62,1,79%
7141,50950,12/1/15,12/1/15,6, $754 ,6%, $126 , $708.70 ,Tony Holden,CA Inc.,Technology,Computer Software: Prepackaged Software,Fairfield,94533,Malta,South,12/30/15,29,Training - Development,Training,SQL,Sophia Dixon,Frank Mitchell,71,1,43%
7142,50950,12/1/15,12/1/15,35," $10,922 ",10%, $312 ," $9,829.56 ",Tony Holden,CA Inc.,Technology,Computer Software: Prepackaged Software,Fairfield,94533,Portugal,West,12/30/15,29,Development - Big Data,Development,Big Data,Noah Smith,Bob Turner,59,1,81%
7143,50977,6/1/15,6/1/15,1, $125 ,5%, $125 , $118.72 ,Thomas Ferrer,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Eureka,95501,Bulgaria,Central,6/11/15,10,Development - Python,Development,SQL,Elizabeth Carter,Josh Martinez,52,1,58%
7144,50978,3/1/15,3/1/15,4," $1,248 ",5%, $312 ," $1,185.79 ",Cindy Savely,Linear Technology Corporation,Technology,Semiconductors,Prescott Valley,86314,Lithuania,North,4/2/15,32,Development - Big Data,Development,SQL,Noah Smith,#N/A,59,1,81%
7145,50981,8/1/12,8/1/12,42," $12,274 ",1%, $292 ," $12,151.21 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Spain,West,8/4/12,3,Consulting - Market Research,Consulting,Market Research,Mia Moore,Bob Turner,51,1,83%
7146,50982,4/1/15,4/1/15,23," $7,343 ",5%, $319 ," $6,975.55 ",Clay Kennedy,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,Brooklyn,11226,Cyprus,South,4/17/15,16,Development - Scala,Development,Java,Abigail Young,Frank Mitchell,50,1,84%
7147,50983,6/1/14,6/1/14,39," $12,170 ",6%, $312 ," $11,439.74 ",Bruce Dunbar,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Mesa,85204,Luxembourg,West,6/29/14,28,Development - Big Data,Development,Python,Liam Franklin,Bob Turner,52,1,83%
7148,50983,6/1/14,6/1/14,15," $4,681 ",5%, $312 ," $4,446.71 ",Bruce Dunbar,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Mesa,85204,Lithuania,North,6/30/14,29,Development - Big Data,Development,Market Research,Ethan Bird,#N/A,60,1,81%
7149,51008,8/1/14,8/1/14,20," $3,200 ",2%, $160 ," $3,136.12 ",Michael Adams,Texas Instruments Incorporated,Technology,Semiconductors,North Tonawanda,14120,Denmark,West,8/22/14,21,Development - Front End Web,Development,.Net,Madison Hill,Bob Turner,58,1,64%
7150,51009,11/1/14,11/1/14,10," $2,249 ",9%, $225 ," $2,047.00 ",Scot Fine,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Van Buren,72956,Ireland,West,11/7/14,6,Training - SQL,Training,Business Model,Jayden Hamilton,Bob Turner,71,1,68%
7151,51011,6/1/13,6/1/13,41," $11,982 ",9%, $292 ," $10,903.36 ",Thomas Ferrer,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Eureka,95501,Denmark,West,6/8/13,7,Consulting - Market Research,Consulting,SQL,Elizabeth Carter,Bob Turner,52,1,82%
7152,51041,7/1/13,7/1/13,47," $13,735 ",3%, $292 ," $13,323.08 ",Neil Toch,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Fridley,55432,Estonia,North,7/30/13,29,Consulting - Market Research,Consulting,SQL,Elizabeth Carter,#N/A,52,1,82%
7153,51044,1/1/15,1/1/15,17," $2,277 ",10%, $134 ," $2,049.70 ",Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Palm Bay,32905,Italy,Central,1/18/15,17,Development - PHP,Development,Java,Daniel Tusk,Josh Martinez,45,1,66%
7154,51044,1/1/15,1/1/15,26," $3,267 ",7%, $126 ," $3,038.35 ",Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Palm Beach Gardens,33403,Finland,North,1/22/15,21,Training - Development,Training,.Net,Olivia Sullivan,#N/A,53,1,58%
7155,51044,1/1/15,1/1/15,19," $2,738 ",1%, $144 ," $2,711.02 ",Linda Brennan,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software,Palm Beach Gardens,33403,Greece,South,1/25/15,24,Development - Business Logic,Development,Compensation,Madison Hill,Frank Mitchell,58,1,60%
7156,51047,4/1/12,4/1/12,28," $6,298 ",2%, $225 ," $6,172.51 ",Ellis Sundaresam,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Elmwood Park,07407,Luxembourg,West,4/11/12,10,Training - SQL,Training,Business Model,Liam Franklin,Bob Turner,52,1,77%
7157,51047,4/1/12,4/1/12,38," $8,548 ",3%, $225 ," $8,291.49 ",Ellis Sundaresam,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Ocean City,08226,Austria,Central,4/11/12,10,Training - SQL,Training,Java,Jayden Hamilton,Josh Martinez,71,1,68%
7158,51072,10/1/12,10/1/12,43," $13,418 ",0%, $312 ," $13,418.13 ",Anna Hwang,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",Overland Park,66212,Ireland,West,10/4/12,3,Development - Big Data,Development,Python,Alexander Edison,Bob Turner,70,1,78%
7159,51073,5/1/13,5/1/13,17," $3,824 ",0%, $225 ," $3,824.08 ",Luke Ballentine,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Dubuque,52001,France,West,5/16/13,15,Training - SQL,Training,Python,Elizabeth Carter,Bob Turner,52,1,77%
7160,51073,5/1/13,5/1/13,49," $11,022 ",0%, $225 ," $11,022.33 ",Luke Ballentine,Intuit Inc.,Technology,Computer Software: Prepackaged Software,Dubuque,52001,France,West,5/15/13,14,Training - SQL,Training,Javascript,Mia Moore,Bob Turner,51,1,77%
7161,51075,11/1/13,11/1/13,43," $12,566 ",6%, $292 ," $11,812.21 ",Carlos McAfee,"Charter Communications, Inc.",Consumer Services,Television Services,Columbus,47201,Slovakia,Central,11/25/13,24,Consulting - Market Research,Consulting,Java,Madison Hill,Josh Martinez,58,1,80%
7162,51107,9/1/15,9/1/15,36," $6,993 ",0%, $194 ," $6,993.30 ",Luke Lonsdale,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Bangor,04401,Bulgaria,Central,9/26/15,25,Development - Java,Development,PHP,Madison Hill,Josh Martinez,58,1,70%
7163,51109,11/1/15,11/1/15,28," $3,499 ",4%, $125 ," $3,359.18 ",Theresa Crowe,Western Digital Corporation,Technology,Electronic Components,Port Arthur,77642,Malta,South,11/10/15,9,Development - Python,Development,SQL,Isabella Douglas,Frank Mitchell,75,1,40%
7164,51111,2/1/15,2/1/15,1, $292 ,2%, $292 , $286.39 ,Eric Stewart,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,New Milford,06776,Spain,West,2/11/15,10,Consulting - Market Research,Consulting,Market Research,Emma Watson,Bob Turner,67,1,77%
7165,51140,9/1/15,9/1/15,28," $5,698 ",4%, $204 ," $5,470.53 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Denmark,West,9/14/15,13,Development - .Net,Development,Javascript,Noah Smith,Bob Turner,59,1,71%
7166,51140,9/1/15,9/1/15,14," $2,851 ",1%, $204 ," $2,822.90 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Portugal,West,9/18/15,17,Consulting - Business Model,Consulting,Strategy,Emily Taylor,Bob Turner,62,1,70%
7167,51140,9/1/15,9/1/15,3, $675 ,10%, $225 , $607.35 ,Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Springfield,45503,Netherlands,West,9/21/15,20,Training - SQL,Training,Python,Alexander Edison,Bob Turner,70,1,69%
7168,51169,12/1/13,12/1/13,2, $450 ,8%, $225 , $413.90 ,Cari Murry,Broadcom Corporation,Technology,Semiconductors,Palatine,60067,UnitedKingdom,West,12/26/13,25,Training - SQL,Training,Python,Liam Franklin,Bob Turner,52,1,77%
7169,51171,6/1/13,6/1/13,34," $6,605 ",1%, $194 ," $6,538.73 ",Mark Coyne,Mylan Inc.,Health Care,Major Pharmaceuticals,Chula Vista,91911,Hungary,Central,6/23/13,22,Development - Java,Development,Business Logic,Jayden Hamilton,Josh Martinez,71,1,63%
7170,51175,8/1/15,8/1/15,28," $5,698 ",6%, $204 ," $5,356.56 ",Katherine Reese,"Xilinx, Inc.",Technology,Semiconductors,Chesapeake,23320,Spain,West,8/14/15,13,Development - .Net,Development,Tableau,Alexander Edison,Bob Turner,70,1,66%
7171,51175,8/1/15,8/1/15,3, $543 ,4%, $181 , $521.28 ,Katherine Reese,"Xilinx, Inc.",Technology,Semiconductors,Dale City,22193,Malta,South,8/15/15,14,Consulting - Compensation,Consulting,Java,Ethan Bird,Frank Mitchell,60,1,67%
7172,51200,11/1/14,11/1/14,29," $5,907 ",0%, $204 ," $5,906.50 ",Tom Skaria,Avago Technologies Limited,Technology,Semiconductors,Eagle,83616,Ireland,West,11/21/14,20,Consulting - Business Model,Consulting,SQL,Mia Moore,Bob Turner,51,1,75%
7173,51201,12/1/14,12/1/14,42," $8,159 ",4%, $194 ," $7,832.49 ",Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Greenville,27834,Germany,West,12/16/14,15,Development - Java,Development,Tableau,Michael Alister,Bob Turner,68,1,65%
7174,51202,4/1/15,4/1/15,4, $500 ,6%, $125 , $469.88 ,Jim Nazzal,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Charlottesville,22901,Austria,Central,4/15/15,14,Development - Python,Development,Market Research,Ethan Bird,Josh Martinez,60,1,52%
7175,51202,4/1/15,4/1/15,34," $4,249 ",10%, $125 ," $3,824.06 ",Jim Nazzal,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Charlottesville,22901,Portugal,West,4/14/15,13,Development - Python,Development,Java,Ethan Bird,Bob Turner,60,1,52%
7176,51203,12/1/14,12/1/14,49," $11,591 ",8%, $237 ," $10,663.49 ",Eleni Foulston,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,South Hadley,01075,Slovenia,Central,12/22/14,21,Training - Javascript,Training,Business Model,William Bufont,Josh Martinez,62,1,74%
7177,51205,12/1/15,12/1/15,17," $3,302 ",4%, $194 ," $3,170.29 ",Nat Lloyd,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Lakewood,44107,Slovenia,Central,12/11/15,10,Development - Java,Development,Scala,Michael Alister,Josh Martinez,68,1,65%
7178,51205,12/1/15,12/1/15,5, $670 ,0%, $134 , $669.84 ,Nat Lloyd,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing,Lakewood,44107,Slovenia,Central,12/11/15,10,Development - PHP,Development,SQL,Ethan Bird,Josh Martinez,60,1,55%
7179,51233,12/1/12,12/1/12,3, $675 ,5%, $225 , $641.09 ,Eleni Foulston,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,South Hadley,01075,Estonia,North,12/9/12,8,Training - SQL,Training,Strategy,William Bufont,#N/A,62,1,72%
7180,51237,3/1/15,3/1/15,26," $7,598 ",3%, $292 ," $7,370.21 ",John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Kent,44240,Germany,West,3/12/15,11,Consulting - Market Research,Consulting,Python,Mia Moore,Bob Turner,51,1,83%
7181,51239,2/1/15,2/1/15,48," $11,354 ",9%, $237 ," $10,332.32 ",Katharine Allen,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Albuquerque,87105,Malta,South,2/25/15,24,Training - Javascript,Training,Scala,Sophia Dixon,Frank Mitchell,71,1,70%
7182,51266,3/1/12,3/1/12,11," $2,624 ",4%, $239 ," $2,519.16 ",Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,Luxembourg,West,3/27/12,26,Consulting - Strategy,Consulting,Python,Alexander Edison,Bob Turner,70,1,71%
7183,51266,3/1/12,3/1/12,30," $3,749 ",1%, $125 ," $3,711.59 ",Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,Romania,Central,3/25/12,24,Development - Python,Development,Javascript,Ethan Bird,Josh Martinez,60,1,52%
7184,51266,3/1/12,3/1/12,23," $2,874 ",3%, $125 ," $2,788.07 ",Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,Spain,West,3/26/12,25,Development - Python,Development,Business Model,Ava Wilson,Bob Turner,67,1,46%
7185,51266,3/1/12,3/1/12,46," $6,630 ",5%, $144 ," $6,298.32 ",Michael Harton,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Summerville,29483,Estonia,North,3/27/12,26,Development - Business Logic,Development,SQL,Alexander Edison,#N/A,70,1,51%
7186,51267,5/1/15,5/1/15,46," $9,888 ",8%, $215 ," $9,097.22 ",Corey Cheatham,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Modesto,95351,Germany,West,5/8/15,7,Training - Tableau,Training,Javascript,Elizabeth Carter,Bob Turner,52,1,76%
7187,51269,1/1/15,1/1/15,2, $389 ,0%, $194 , $388.52 ,Mitch Smayling,Avago Technologies Limited,Technology,Semiconductors,Roswell,88201,Malta,South,1/13/15,12,Development - Java,Development,Business Model,Emma Watson,Frank Mitchell,67,1,66%
7188,51269,1/1/15,1/1/15,20," $4,499 ",8%, $225 ," $4,139.00 ",Mitch Smayling,Avago Technologies Limited,Technology,Semiconductors,Santa Fe,87505,Portugal,West,1/13/15,12,Training - SQL,Training,Scala,Elizabeth Carter,Bob Turner,52,1,77%
7189,51271,10/1/13,10/1/13,31," $6,664 ",10%, $215 ," $5,997.46 ",Tim Trevino,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Twin Falls,83301,Hungary,Central,10/27/13,26,Training - Tableau,Training,Python,Abigail Young,Josh Martinez,50,1,77%
7190,51271,10/1/13,10/1/13,16," $4,676 ",2%, $292 ," $4,582.27 ",Tim Trevino,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,Twin Falls,83301,Estonia,North,10/27/13,26,Consulting - Market Research,Consulting,Database,Noah Smith,#N/A,59,1,80%
7191,51297,11/1/15,11/1/15,41," $7,965 ",7%, $194 ," $7,407.07 ",Tom Skaria,Avago Technologies Limited,Technology,Semiconductors,Eagle,83616,Finland,North,11/20/15,19,Development - Java,Development,Big Data,Sophia Dixon,#N/A,71,1,63%
7192,51300,10/1/14,10/1/14,43," $8,758 ",9%, $204 ," $7,969.70 ",Toby Arntzen,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Franklin,37064,Cyprus,South,10/17/14,16,Consulting - Business Model,Consulting,Business Model,William Bufont,Frank Mitchell,62,1,70%
7193,51302,8/1/14,8/1/14,44," $14,047 ",3%, $319 ," $13,625.48 ",Tracy Hale,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Kissimmee,34741,Hungary,Central,8/26/14,25,Development - Scala,Development,SQL,Jayden Hamilton,Josh Martinez,71,1,78%
7194,51328,10/1/13,10/1/13,38," $8,548 ",7%, $225 ," $7,949.58 ",Sarah Cortes,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Minneapolis,55407,France,West,10/31/13,30,Training - SQL,Training,Business Logic,Michael Alister,Bob Turner,68,1,70%
7195,51333,10/1/15,10/1/15,30," $7,157 ",10%, $239 ," $6,441.03 ",Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Denmark,West,10/6/15,5,Consulting - Strategy,Consulting,Python,Emma Watson,Bob Turner,67,1,72%
7196,51333,10/1/15,10/1/15,25," $3,124 ",7%, $125 ," $2,905.54 ",Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Greece,South,10/6/15,5,Development - Python,Development,Market Research,Elizabeth Carter,Frank Mitchell,52,1,58%
7197,51360,6/1/14,6/1/14,12," $3,831 ",0%, $319 ," $3,830.97 ",Jack Bradley,Comcast Corporation,Consumer Services,Television Services,Gulfport,39503,Austria,Central,6/22/14,21,Development - Scala,Development,.Net,Elizabeth Carter,Josh Martinez,52,1,84%
7198,51361,3/1/14,3/1/14,14," $1,750 ",2%, $125 ," $1,714.58 ",Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Kirkwood,63122,Croatia,Central,3/20/14,19,Development - Python,Development,SQL,Ava Wilson,Josh Martinez,67,1,46%
7199,51361,3/1/14,3/1/14,50," $11,827 ",0%, $237 ," $11,827.29 ",Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Kirkwood,63122,Estonia,North,3/22/14,21,Training - Javascript,Training,Python,Jacob Manziel,#N/A,57,1,76%
7200,51362,2/1/13,2/1/13,47," $9,573 ",2%, $204 ," $9,381.15 ",Tim Swindell,"Analog Devices, Inc.",Technology,Semiconductors,Beverly Hills,90210,Netherlands,West,2/24/13,23,Consulting - Business Model,Consulting,Database,Jacob Manziel,Bob Turner,57,1,72%
7201,51365,8/1/15,8/1/15,35," $7,873 ",8%, $225 ," $7,243.25 ",Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Germany,West,8/9/15,8,Training - SQL,Training,Python,Alexander Edison,Bob Turner,70,1,69%
7202,51365,8/1/15,8/1/15,35," $8,279 ",10%, $237 ," $7,451.20 ",Theone Carroll,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,Plymouth,55441,Austria,Central,8/8/15,7,Training - Javascript,Training,Strategy,Daniel Tusk,Josh Martinez,45,1,81%
7203,51392,11/1/12,11/1/12,10," $2,037 ",9%, $204 ," $1,853.42 ",Jamie Hansen,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,Deland,32720,Hungary,Central,11/13/12,12,Consulting - Business Model,Consulting,Big Data,Jacob Manziel,Josh Martinez,57,1,72%
7204,51395,6/1/13,6/1/13,26," $8,300 ",3%, $319 ," $8,051.42 ",Lena Luxemburg,"Discovery Communications, Inc.",Consumer Services,Television Services,Plainview,79072,UnitedKingdom,West,6/14/13,13,Development - Scala,Development,Market Research,Ava Wilson,Bob Turner,67,1,79%
7205,51395,6/1/13,6/1/13,10," $1,250 ",10%, $125 ," $1,124.72 ",Lena Luxemburg,"Discovery Communications, Inc.",Consumer Services,Television Services,Plainview,79072,Cyprus,South,6/13/13,12,Development - Python,Development,Business Model,Jacob Manziel,Frank Mitchell,57,1,54%
7206,51424,1/1/15,1/1/15,48," $11,844 ",10%, $247 ," $10,659.44 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,UnitedKingdom,West,1/10/15,9,Development - Database,Development,Big Data,Mason Gibson,Bob Turner,71,1,71%
7207,51424,1/1/15,1/1/15,5," $1,560 ",5%, $312 ," $1,482.24 ",Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Olympia,98502,Luxembourg,West,1/11/15,10,Development - Big Data,Development,Strategy,Isabella Douglas,Bob Turner,75,1,76%
7208,51426,12/1/13,12/1/13,41," $8,351 ",1%, $204 ," $8,267.07 ",Saphhira Gannaway,DIRECTV,Consumer Services,Telecommunications Equipment,Charleston,29418,Latvia,North,12/2/13,1,Consulting - Business Model,Consulting,Python,Emily Taylor,#N/A,62,1,70%
7209,51461,2/1/14,2/1/14,43," $9,673 ",7%, $225 ," $8,995.57 ",Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Indianapolis,46203,Hungary,Central,2/12/14,11,Training - SQL,Training,Python,Alexander Edison,Josh Martinez,70,1,69%
7210,51462,6/1/14,6/1/14,15," $2,162 ",8%, $144 ," $1,988.94 ",Philisse Shonely,PACCAR Inc.,Capital Goods,Auto Manufacturing,Jackson,49201,France,West,6/24/14,23,Development - Business Logic,Development,Python,Mia Moore,Bob Turner,51,1,65%
7211,51463,12/1/14,12/1/14,4, $500 ,1%, $125 , $494.88 ,Liz Vernon,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Ithaca,14853,Belgium,West,12/26/14,25,Development - Python,Development,.Net,Liam Franklin,Bob Turner,52,1,58%
7212,51463,12/1/14,12/1/14,7," $2,046 ",1%, $292 ," $2,025.20 ",Liz Vernon,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Ithaca,14853,Lithuania,North,12/17/14,16,Consulting - Market Research,Consulting,Big Data,Emily Taylor,#N/A,62,1,79%
7213,51488,5/1/13,5/1/13,31," $6,309 ",3%, $204 ," $6,119.75 ",Liz Smith,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Newport News,23602,Austria,Central,5/3/13,2,Development - .Net,Development,Business Logic,Madison Hill,Josh Martinez,58,1,72%
7214,51489,3/1/15,3/1/15,42," $9,448 ",4%, $225 ," $9,069.81 ",Berenike Smith,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Oakland,94601,Malta,South,3/5/15,4,Training - SQL,Training,Python,Ethan Bird,Frank Mitchell,60,1,73%
7215,51489,3/1/15,3/1/15,5, $625 ,0%, $125 , $624.85 ,Berenike Smith,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Oakland,94601,CzechRepublic,Central,3/5/15,4,Development - Python,Development,Business Logic,Isabella Douglas,Josh Martinez,75,1,40%
7216,51489,3/1/15,3/1/15,22," $5,428 ",9%, $247 ," $4,939.86 ",Berenike Smith,SBA Communications Corporation,Consumer Services,Telecommunications Equipment,Oakland,94601,Bulgaria,Central,3/3/15,2,Development - Database,Development,Python,Mia Moore,Josh Martinez,51,1,79%
7217,51493,7/1/14,7/1/14,31," $3,874 ",1%, $125 ," $3,835.31 ",Helen Glantz,"Applied Materials, Inc.",Technology,Semiconductors,Pacifica,94044,Bulgaria,Central,7/8/14,7,Development - Python,Development,Javascript,Noah Smith,Josh Martinez,59,1,53%
7218,51494,8/1/14,8/1/14,42," $10,019 ",6%, $239 ," $9,418.21 ",Justin McVee,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Dearborn,48126,Bulgaria,Central,8/5/14,4,Consulting - Strategy,Consulting,Business Logic,William Bufont,Josh Martinez,62,1,74%
7219,51524,3/1/13,3/1/13,16," $4,993 ",7%, $312 ," $4,643.30 ",Pauline Wardle,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Oklahoma City,73120,Romania,Central,3/15/13,14,Development - Big Data,Development,Development,Daniel Tusk,Josh Martinez,45,1,86%
7220,51524,3/1/13,3/1/13,20," $5,845 ",6%, $292 ," $5,494.05 ",Pauline Wardle,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,Oklahoma City,73120,Ireland,West,3/16/13,15,Consulting - Market Research,Consulting,Business Logic,Sophia Dixon,Bob Turner,71,1,76%
7221,51525,11/1/14,11/1/14,18," $3,666 ",4%, $204 ," $3,519.46 ",Patrick Webber,KLA-Tencor Corporation,Capital Goods,Electronic Components,Inkster,48141,Netherlands,West,11/9/14,8,Consulting - Business Model,Consulting,Big Data,Noah Smith,Bob Turner,59,1,71%
7222,51525,11/1/14,11/1/14,46," $14,354 ",9%, $312 ," $13,062.40 ",Patrick Webber,KLA-Tencor Corporation,Capital Goods,Electronic Components,Inkster,48141,Estonia,North,11/9/14,8,Development - Big Data,Development,Java,William Bufont,#N/A,62,1,80%
7223,51553,11/1/14,11/1/14,3, $716 ,0%, $239 , $715.67 ,Adrian Klamczynski,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Gresham,97030,Poland,North,11/28/14,27,Consulting - Strategy,Consulting,Development,Jayden Hamilton,#N/A,71,1,70%
7224,51553,11/1/14,11/1/14,34," $4,249 ",2%, $125 ," $4,163.98 ",Adrian Klamczynski,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Hillsboro,97123,Netherlands,West,11/29/14,28,Development - Python,Development,Big Data,Emily Taylor,Bob Turner,62,1,50%
7225,51553,11/1/14,11/1/14,12," $1,500 ",3%, $125 ," $1,454.64 ",Adrian Klamczynski,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Hillsboro,97123,Denmark,West,11/29/14,28,Development - Python,Development,SQL,Madison Hill,Bob Turner,58,1,54%
7226,51553,11/1/14,11/1/14,13," $1,625 ",10%, $125 ," $1,462.14 ",Adrian Klamczynski,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Keizer,97303,Netherlands,West,11/30/14,29,Development - Python,Development,Business Model,William Bufont,Bob Turner,62,1,50%
7227,51554,3/1/12,3/1/12,7," $1,425 ",5%, $204 ," $1,353.39 ",Liz Greer,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Indian Trail,28079,Germany,West,3/28/12,27,Development - .Net,Development,Python,Olivia Sullivan,Bob Turner,53,1,74%
7228,51554,3/1/12,3/1/12,29," $9,049 ",9%, $312 ," $8,234.99 ",Liz Greer,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Indian Trail,28079,Slovenia,Central,3/27/12,26,Development - Big Data,Development,Python,William Bufont,Josh Martinez,62,1,80%
7229,51556,10/1/15,10/1/15,10," $1,441 ",1%, $144 ," $1,426.85 ",Frank Rider,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution),Concord,03301,Germany,West,10/29/15,28,Development - Business Logic,Development,Strategy,Olivia Sullivan,Bob Turner,53,1,63%
7230,51557,10/1/14,10/1/14,36," $4,499 ",4%, $125 ," $4,318.94 ",Craig Bolton,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains,Roy,84067,Ireland,West,11/2/14,32,Development - Python,Development,Business Logic,Daniel Tusk,Bob Turner,45,1,64%
7231,51557,10/1/14,10/1/14,14," $2,018 ",8%, $144 ," $1,856.35 ",Craig Bolton,"Netflix, Inc.",Consumer Services,Consumer Electronics/Video Chains,Roy,84067,Belgium,West,10/31/14,30,Development - Business Logic,Development,Scala,Sophia Dixon,Bob Turner,71,1,51%
7232,51558,3/1/13,3/1/13,34," $4,249 ",0%, $125 ," $4,248.96 ",Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Indianapolis,46203,CzechRepublic,Central,3/29/13,28,Development - Python,Development,Big Data,Madison Hill,Josh Martinez,58,1,54%
7233,51558,3/1/13,3/1/13,47," $11,118 ",4%, $237 ," $10,672.95 ",Greg Maxwell,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Indianapolis,46203,Germany,West,3/29/13,28,Training - Javascript,Training,PHP,Olivia Sullivan,Bob Turner,53,1,78%
